term_str,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199
grass,-0.081837386,0.029794414,0.054044817,0.038764395,0.09391466,-0.20972589,0.05959065,0.05473608,-0.26090443,0.2795051,0.07429659,0.15613,-0.04855317,0.17616034,0.103585854,-0.01570383,-0.26269093,0.15234403,-0.13393037,-0.1661455,-0.081939004,-0.18057023,0.12283396,-0.113365844,-0.13503811,-0.20057136,0.07155828,0.14466415,-0.18298471,-0.18569028,0.025932875,-0.06901938,0.108202085,0.14866345,0.017404962,0.0140138045,0.2601905,0.16949928,-0.19891347,-0.08088437,0.115125276,-0.06389998,0.062086526,0.15029351,-0.0024782263,0.10325668,-0.06565139,-0.21138488,0.11779347,0.13145287,0.017302852,0.20050986,-0.24806738,-0.21531865,-0.12211737,-0.005707414,0.015294437,-0.031227883,-0.16154762,-0.026713535,0.0065228217,-0.13860604,0.017348032,-0.06914552,0.10795726,-0.02582186,0.08220323,0.12547383,-0.08859503,0.114892125,-0.009461759,-0.013338688,-0.025735158,0.23944558,0.109581046,-0.1149857,0.23655942,-0.17109194,-0.122895174,0.2478092,-0.010528373,0.07670142,-0.16312468,0.25904348,-0.11298558,-0.022236085,-0.18952578,0.17261307,0.094321765,-0.012485846,0.048239775,0.18424073,0.12912989,0.04808989,0.22550918,0.21439579,0.12138377,-0.046426672,0.039181706,0.13703348,-0.13318051,0.045907214,-0.03190741,-0.009634241,-0.07278595,-0.14072789,0.07698859,0.14071931,0.07860789,-0.36344975,0.10200259,-0.021839024,0.012472596,0.087686494,-0.02304199,-0.0010774678,0.045452397,-0.097084865,-0.23069933,0.07999493,0.0626047,0.16523495,0.11902526,-0.14542109,0.029312955,-0.08302593,-0.0498086,-0.1155557,-0.14460985,-0.046081983,0.07569131,0.024953056,-0.028088255,-0.15927798,0.056274418,0.052755892,0.04519079,-0.106536776,-0.14595903,-0.031242514,0.13263687,-0.03432103,-0.08074998,0.018915217,-0.17571531,-0.21824461,0.021998748,0.09205544,0.021251641,0.21570852,0.089020535,-0.20216209,-0.024254475,0.1925326,-0.20225832,0.306771,0.046328958,0.06725752,-0.13232821,0.11297131,-0.06283943,0.2896475,-0.11231725,-0.08159313,-0.24696228,0.031293023,0.23857051,-0.08343622,0.18451409,0.14061798,-0.034015033,0.0133298505,0.038995408,-0.09177366,-0.095569134,-0.06629662,-0.14072023,-0.062492665,0.06798697,0.06920021,-0.110226795,0.07105681,-0.014535877,0.05389571,0.15985921,0.06613369,-0.3065844,0.1546285,0.28849778,-0.017337957,-0.008599622,-0.22593544,-0.08080675,-0.29665136,0.05036477,-0.0218012,0.06415891,-0.30963457,-0.03380851,-0.051805984
grew,-0.04595569,-0.0072147413,0.024467135,0.038380373,0.11319092,-0.1709932,0.032657996,0.1189038,-0.1851737,0.23712015,0.015982358,0.07144235,-0.035164963,0.14973381,0.0106246425,-0.061096776,-0.15994793,0.112676784,-0.08054171,-0.18682858,-0.040383745,-0.14586905,0.089075334,-0.09762293,-0.0626403,-0.14340469,0.055945434,0.070269495,-0.15079035,-0.13028903,0.06434899,-0.05300359,0.08344272,0.09293682,-0.014242299,0.017783746,0.1933377,0.08138251,-0.15458639,-0.09890642,0.039848655,-0.041491684,0.046754844,0.10778629,0.055996783,0.10497311,-0.06781296,-0.14322712,0.096956156,0.117488384,0.01555184,0.12501748,-0.20033184,-0.13839637,-0.088706434,-0.012463967,0.012046056,-0.045884598,-0.14783397,-0.012048528,-0.02087893,-0.12270316,0.008059774,-0.059673484,0.0013972098,-0.016313612,0.041941646,0.16210552,-0.09297076,0.12338912,0.0018216976,0.017957032,0.049121305,0.14952049,0.081473224,-0.0925944,0.207496,-0.15962365,-0.123707786,0.15258396,-0.026277794,0.033742763,-0.1573009,0.24599822,-0.089838654,-0.037700146,-0.1192424,0.14445153,0.07408767,-0.011928832,0.05752508,0.18177354,0.13104096,0.06311511,0.22899078,0.18442109,0.09867425,-0.058384925,0.063202605,0.087140866,-0.14204414,0.102574036,0.028302263,-0.034369696,-0.048433255,-0.14829354,0.08953972,0.16916937,0.050216634,-0.31743127,0.09803072,-0.029598609,0.025783818,0.017680714,0.014440742,-0.011364164,0.028809655,-0.12932883,-0.18062545,0.0011296504,0.05930068,0.16154596,0.10117565,-0.11964955,-0.0040194625,-0.056262765,-0.06784493,-0.09823934,-0.09453203,-0.022695914,0.051188465,0.026994515,-0.041181132,-0.1217483,0.042432487,0.07268151,-0.0039975746,-0.08735351,-0.12023765,-0.062496293,0.15621568,-0.09406674,-0.042488564,0.0042027906,-0.12493266,-0.17063345,-0.0045179566,0.06558436,0.01784678,0.13776265,0.08456368,-0.17785966,-0.012494589,0.12794758,-0.14805946,0.24511571,0.08263469,0.080113694,-0.104688935,0.07833069,-0.014296709,0.23136699,-0.07739431,-0.074299105,-0.19102895,0.032366764,0.17511114,-0.058840655,0.114728995,0.09946226,-0.025429321,-0.015514863,0.025875434,-0.052020777,-0.03931904,-0.03912693,-0.13088834,-0.021021968,0.062299497,0.05776809,-0.0879327,0.10012152,-0.016011728,0.06299747,0.1341087,0.08009301,-0.19824395,0.14434206,0.26208404,-0.00983195,0.025620356,-0.1559496,-0.051215135,-0.21157277,0.06801475,0.005281194,0.06949266,-0.26187214,-0.0022185906,-0.078667596
grey,-0.11540352,-0.0020688262,0.042180024,0.01914915,0.106434606,-0.21829575,0.03955924,0.07337383,-0.23302217,0.28336757,0.09639126,0.16536865,-0.06754796,0.1482353,0.07554293,-0.02353411,-0.24052918,0.14961348,-0.13248333,-0.15287405,-0.08325061,-0.16737173,0.1136919,-0.10281831,-0.13183327,-0.1564905,0.065994285,0.13341057,-0.19325401,-0.20826042,0.04663076,-0.05295116,0.104632325,0.12579225,-0.028724154,-0.043272685,0.25340173,0.18115357,-0.17990784,-0.106206775,0.12933616,-0.111715466,0.06544774,0.12304593,-0.008876834,0.13196552,-0.040553804,-0.20247029,0.13142124,0.1626145,-0.013763168,0.23453301,-0.22908476,-0.2138097,-0.14641713,0.019607155,0.031989783,-0.032460343,-0.16554326,0.016845252,-0.012567693,-0.12567203,0.039055243,-0.08198313,0.081743784,-0.017589761,0.06645165,0.1366614,-0.07346433,0.116634294,0.0073900684,0.012287604,-0.0103751505,0.24930863,0.12549543,-0.12632398,0.2733589,-0.15062933,-0.1281939,0.21297437,-0.0030119256,0.06426944,-0.18217853,0.20558141,-0.09748946,-0.028104592,-0.1858903,0.13190417,0.083158,0.013633132,0.09043035,0.16229205,0.14621983,0.042884212,0.24019623,0.20083824,0.10755776,-0.04128894,0.028579693,0.12217958,-0.11535499,0.07636196,-0.05348237,-0.023204291,-0.025927963,-0.15866335,0.08763156,0.17670742,0.09828178,-0.3629854,0.10342474,0.013332049,0.03258811,0.0847347,0.0051437034,-0.019204758,0.009839411,-0.075811625,-0.2538724,0.0137381805,0.06524014,0.16895303,0.1379872,-0.17988543,0.032969005,-0.1154974,-0.07652711,-0.1277826,-0.15593667,0.009254251,0.034156945,0.026897317,-0.02590822,-0.13170506,0.103919916,0.10452339,0.0022870405,-0.05338338,-0.13478608,0.00013744179,0.18663064,-0.040620644,-0.08131229,0.03640419,-0.15247846,-0.19485791,0.017810173,0.047710944,0.017162537,0.20712793,0.07833519,-0.19298163,-0.016034305,0.15748975,-0.12630466,0.3116852,0.022645786,0.084913045,-0.12264718,0.08701562,-0.077799104,0.27329382,-0.1117804,-0.059989337,-0.2607659,0.033810493,0.23348227,-0.061020114,0.2045144,0.14634833,0.010428465,-0.053318255,0.04956334,-0.07409619,-0.13024603,-0.108315006,-0.13361858,-0.052571114,0.091255404,0.09043442,-0.09538708,0.10487221,-0.017364942,0.0115753,0.15197045,0.07103247,-0.28703925,0.15220545,0.29844633,-0.026277224,0.012671148,-0.23606347,-0.06761454,-0.30560976,0.07387358,-0.01053466,0.065216444,-0.30421183,-0.05459098,-0.07066681
ground,-0.09863036,0.028342998,0.08024193,0.05313096,0.10634088,-0.24938083,0.051579922,0.03890012,-0.26493716,0.3308998,0.0850289,0.18904284,-0.0966964,0.17499638,0.10707489,-0.0017235931,-0.26624373,0.15426141,-0.15956579,-0.15557148,-0.09404187,-0.17688388,0.11955189,-0.12255912,-0.16377886,-0.1962868,0.080438495,0.15600571,-0.1994291,-0.1964167,0.04633044,-0.106422566,0.11906434,0.17633605,0.0008291343,-0.030799214,0.29517826,0.19084969,-0.19397816,-0.07720827,0.1529932,-0.10805802,0.07358686,0.14585154,-0.012870645,0.123520084,-0.055783745,-0.240858,0.1329763,0.16031791,-0.031695638,0.26909736,-0.221739,-0.20862861,-0.12864336,0.02867683,0.025211006,-0.021024225,-0.1671506,0.002809846,-0.007249833,-0.14624637,0.035968963,-0.07554305,0.13670634,-0.051111467,0.10012865,0.12591381,-0.0687981,0.10549264,-0.032672744,-0.039313618,-0.01910122,0.26618144,0.13191245,-0.14945805,0.24840449,-0.1616895,-0.11103639,0.23380415,0.0072842324,0.0743396,-0.18408921,0.2298883,-0.1018778,-0.047283955,-0.22043218,0.16220799,0.11204125,-0.03888648,0.07651553,0.19654231,0.12006531,0.03766997,0.23142196,0.21491522,0.10653308,-0.034697395,0.0038984434,0.121456794,-0.11260531,0.043670624,-0.05827448,-0.0030029775,-0.04472269,-0.1793977,0.076952346,0.17291513,0.09925551,-0.3712168,0.107148096,-0.010369344,0.020879561,0.10271643,-0.030291688,-0.018677104,0.0044588004,-0.07507464,-0.26548442,0.052740857,0.07112612,0.19374037,0.12564069,-0.20807232,0.05981438,-0.12646767,-0.032121234,-0.13939475,-0.16443652,-0.022818621,0.07335528,0.024754819,-0.012952238,-0.1693378,0.09000419,0.07321747,0.03278367,-0.0891336,-0.12358104,-0.006790862,0.16279118,-0.027552823,-0.08782854,0.011822245,-0.15939915,-0.19865368,0.04330134,0.07302013,-0.0032624945,0.23781443,0.049069367,-0.186137,-0.0176131,0.20529176,-0.1554436,0.3089069,0.02828096,0.0086425,-0.13122857,0.12881029,-0.096397065,0.28443035,-0.09676492,-0.077198654,-0.25547227,0.034771275,0.25852838,-0.07790281,0.21827316,0.18184735,-0.018461108,-0.028877506,0.02795655,-0.07142426,-0.13433008,-0.09864671,-0.17250305,-0.08591637,0.09958318,0.10417505,-0.07472892,0.07084468,-0.036070965,0.019841017,0.16680935,0.087398164,-0.35733297,0.16918859,0.2829766,-0.016908865,-0.0004948758,-0.2507541,-0.07494083,-0.32452303,0.03974246,-0.026639663,0.07813711,-0.33983883,-0.032683644,-0.045981806
grown,-0.003865258,-0.10013257,-0.02498713,-0.008704564,0.090743564,-0.083127484,0.018912418,0.18957043,-0.09552775,0.122420006,0.027468028,-0.022004416,-0.029379336,0.14874564,-0.08242117,-0.036189903,-0.08799909,0.07841667,0.0009947206,-0.20235048,-0.011126861,-0.069867976,0.060948778,-0.06949611,-0.00041579016,-0.05443184,0.062356677,-0.095293105,-0.09276609,-0.08550378,0.07463355,-0.011484227,0.054672398,0.011421016,-0.0123016285,0.08022589,0.10229212,-0.029969867,-0.18118823,-0.13750254,0.011023775,-0.09229083,0.006586605,0.052575756,0.14192939,0.08721408,-0.08934176,-0.08957035,0.11209033,0.10098496,0.035014167,-0.008061607,-0.1410519,-0.048708934,-0.04869194,0.03420079,0.006942267,-0.089273065,-0.10662082,-0.0074878414,-0.017926339,-0.042909943,0.015049848,-0.009112882,-0.096913986,0.0070322347,-0.08041287,0.20171502,-0.06127353,0.111939825,0.036691,0.103469305,0.09087116,0.10097837,0.090421654,-0.10677358,0.1953547,-0.16658434,-0.08185036,0.032420214,-0.03457928,-0.04116053,-0.17380084,0.16265634,-0.12187432,-0.041053068,-0.038746454,0.088466,0.03904454,0.03348201,0.068610765,0.167764,0.16460355,0.14750741,0.20484349,0.16413835,0.07544054,-0.114333384,0.05974283,0.07542301,-0.083848596,0.17164548,0.13350682,-0.06434593,-0.052722216,-0.08294527,0.17307612,0.18846224,-0.017894395,-0.30889612,0.063282184,-0.051927317,0.08060785,-0.058517676,0.060098313,-0.053080615,-0.019016262,-0.1659575,-0.093871295,-0.14249957,0.043879326,0.12011431,0.08163401,-0.08820793,-0.107695304,0.028871913,-0.14558844,-0.09532825,-0.0660076,-0.018111631,-0.016869364,0.04501502,-0.075035416,-0.108847395,0.020180471,0.13391598,-0.091389365,-0.054297075,-0.1419131,-0.13139705,0.19221003,-0.20256129,-0.026191764,0.02928251,-0.11319176,-0.17167631,-0.06847602,0.023246253,0.04426146,0.03066317,0.14444622,-0.172389,0.042086206,0.026841043,-0.06083805,0.17689808,0.10871201,0.16594471,-0.03844908,0.09506164,-0.0011051028,0.16759562,-0.10369321,-0.054682035,-0.15551029,0.062358446,0.13312739,-0.041864213,0.07064468,0.030631877,-0.052403662,-0.045835827,0.042161018,-0.017923892,0.09364988,0.021536622,-0.07337582,0.022796417,0.05136511,0.07925295,-0.0973474,0.19838594,-0.004153105,0.065613985,0.12883092,0.103913896,-0.018960563,0.11814025,0.2823371,-0.006559763,0.06137982,-0.09254964,0.020410795,-0.1521514,0.10426472,0.03186573,0.059000377,-0.22456557,0.056666806,-0.17355111
had,-0.2771422,-0.28749636,-0.30463004,-0.3672973,0.39321378,0.11723893,0.019609185,0.58889353,-0.13215767,0.060990952,-0.13540643,0.1738107,0.06643978,0.07585468,-0.016762972,-0.49627793,0.23458968,0.3634231,0.09086898,-0.5219378,-0.23670018,-0.21502347,-0.2316198,-0.2151191,0.338418,-0.13000694,0.2283177,0.034908388,-0.3655837,-0.15534742,-0.034843396,-0.04212467,-0.02298378,-0.29039055,-0.37620714,-0.109823875,-0.034439143,0.037895676,-0.18363835,-0.22520477,-0.14923906,-0.1893236,0.088816434,0.14288244,0.11314498,0.094956264,0.05353189,-0.16032669,-0.11097547,0.38345996,0.19480212,-0.04884955,-0.6860653,-0.15028264,-0.46037886,-0.36779624,-0.18855712,-0.13103142,-0.09405276,0.08701372,-0.317814,-0.23945475,0.3716888,-0.018204272,-0.55696344,0.45329124,0.21223864,0.426145,-0.2962827,0.3462713,0.33621094,0.6057288,0.4033918,0.11411157,0.1852568,0.1452141,0.6672194,-0.13714659,-0.3232006,-0.032707505,-0.07699937,-0.18565354,-0.44405958,0.25283703,0.14441814,-0.14422284,0.037487667,-0.4176951,0.31317183,0.37367895,-0.09966476,0.02522764,0.5268701,-0.0034343535,0.26756477,0.25528485,0.31378624,0.109734684,0.48363057,0.02989225,-0.33558807,0.258396,-0.085385785,0.11395496,0.20388444,-0.17468385,0.24769433,0.3384673,0.2427606,-0.29568297,0.115762316,0.53852284,0.095596544,-0.36099762,0.20619075,-0.019150233,-0.02677415,0.15682377,-0.44754213,-0.15293135,0.24152857,-0.13192405,0.35541266,0.054275423,-0.053592924,-0.04409316,-0.18536337,-0.021409495,-0.12542905,0.123010986,-0.14375909,0.11468537,-0.19211608,0.00997404,0.50258857,0.43477702,-0.17791398,0.19195867,-0.19860637,0.36306006,0.37100098,0.15695296,0.22946282,0.2015451,0.17286342,-0.02312976,-0.06958377,-0.32694188,0.33664778,-0.16831523,0.5751414,-0.13310151,-0.3263746,-0.31079555,-0.019855855,0.20240717,-0.028288117,0.6511461,-0.07005581,-0.21479815,-0.07924626,0.42837295,0.35210642,-0.04702324,-0.061830807,-0.27754906,0.08043367,0.42186692,0.15565348,-0.43796647,0.50280553,-0.51773566,-0.0014174926,0.15590256,-0.05765332,-0.054236677,0.00536612,0.21901785,-0.07163338,0.009482812,-0.47114167,0.45371303,0.07815758,0.00489175,-0.20944154,-0.2077115,0.64770013,0.20023419,0.064477235,-0.3479027,0.04711528,0.19872014,0.002033238,-0.113036886,0.37178236,-0.14576837,0.33595097,-0.2691615,-0.24908037,-0.19971426
hair,-0.032538537,0.004179768,0.018145248,0.018098345,0.117032506,-0.18997589,0.030354913,0.080091596,-0.24615145,0.26317415,0.050377946,0.10851076,-0.027362261,0.17254381,0.06456322,0.009762454,-0.2217257,0.11963181,-0.10614402,-0.16655408,-0.07940278,-0.13269883,0.10166475,-0.08113312,-0.1355785,-0.14726578,0.06755222,0.0768132,-0.14318097,-0.15299143,0.042053435,-0.024885107,0.09028101,0.12937896,0.009869093,0.036775004,0.23010626,0.11192867,-0.16971037,-0.07461119,0.12520444,-0.06663976,-0.00045553563,0.13188486,0.044087116,0.11106211,-0.0598381,-0.17421679,0.11964425,0.09158947,0.024346633,0.18624114,-0.14488095,-0.19300191,-0.09548545,0.009987339,0.009616888,-0.024702132,-0.12503514,-0.00901781,0.03619044,-0.08955993,0.027215047,-0.039215434,0.061417457,-0.014848206,0.05384625,0.13429326,-0.076232396,0.13575427,-0.006578403,-0.016207568,-0.0050655426,0.2173769,0.118163355,-0.09696367,0.19825308,-0.16887252,-0.091216505,0.18000653,0.004238207,0.02275786,-0.1508071,0.16180952,-0.094320714,-0.03754821,-0.11782181,0.13278536,0.091662854,-0.016415643,0.059123877,0.1587055,0.13617674,0.06234112,0.20599891,0.17555135,0.11064434,-0.05432112,-0.004057758,0.10712365,-0.12317124,0.10159112,-0.0036135872,-0.06322904,-0.06862737,-0.13528259,0.0998301,0.14070912,0.07905528,-0.30461034,0.07265449,-0.04353657,0.020386277,0.052961662,0.008932527,-0.032084078,0.0055141845,-0.10818978,-0.19033551,0.01969193,0.05914447,0.17167464,0.0958988,-0.16485627,-0.005067806,-0.06850352,-0.0798914,-0.12084821,-0.11524326,-0.024952771,0.07090967,0.02707087,-0.02049874,-0.112439275,0.042377457,0.07299979,-0.019801598,-0.038262207,-0.14916168,-0.06170841,0.14819312,-0.07547653,-0.08304734,-0.00997761,-0.15274213,-0.19362383,0.018061055,0.096997134,0.010076103,0.157706,0.061158355,-0.17646804,-0.007018044,0.1663325,-0.13436067,0.26153913,0.052135617,0.02210721,-0.07812226,0.09474398,-0.02172198,0.2431161,-0.098409414,-0.044588987,-0.23411006,0.05435096,0.21083331,-0.090172686,0.13563102,0.13193001,-0.0504715,0.013421615,0.043899678,-0.09248303,-0.07933904,-0.052666165,-0.119148254,-0.04233009,0.078802355,0.089207105,-0.09294392,0.10106123,-0.019758299,0.07478048,0.1558789,0.09481572,-0.27250725,0.15665016,0.28374904,0.006725248,-0.0113672,-0.17930761,-0.050718,-0.2483632,0.041166138,0.0073066535,0.10516211,-0.26383844,-0.02222558,-0.0769627
half,-0.1406378,-0.0029766192,-0.04857103,-0.0010268305,0.102232285,-0.20452961,-0.026637025,0.19832356,-0.2044498,0.23837401,0.033598978,0.12282519,-0.041401528,0.13640298,-0.0266543,-0.10071535,-0.17165472,0.12806958,-0.10390609,-0.19246644,-0.0671814,-0.1624692,0.12347547,-0.13324995,-0.10770447,-0.108908795,0.0557599,0.082158454,-0.15531018,-0.20047985,0.09275318,-0.03142823,0.06397099,0.06828451,-0.09831883,-0.06488315,0.19232817,0.14371693,-0.116329305,-0.15318753,0.10713203,-0.062995374,0.05573172,0.06123303,0.020224908,0.121697895,-0.018364847,-0.08997075,0.10427623,0.16575933,-0.053602543,0.19468021,-0.1874981,-0.19631754,-0.09787964,0.019802848,0.038286902,-0.02833046,-0.14954494,-0.008630614,-0.058620725,-0.095783345,-0.0053156517,-0.060939055,-0.047083974,0.028149897,-0.014238552,0.16248137,-0.09846826,0.11673158,0.05042783,0.05383467,0.03316504,0.20567796,0.11137856,-0.11178134,0.29496726,-0.09703957,-0.18454807,0.15387608,-0.0051524043,0.035791732,-0.17314942,0.21907583,-0.060379203,0.0036601357,-0.0997929,0.082025215,0.07844319,0.03843316,0.08192662,0.118610404,0.14017305,0.06556781,0.2385154,0.21240109,0.13372864,-0.05206839,0.08321132,0.10720778,-0.09566925,0.09321274,0.006144761,-0.03726008,-0.036984757,-0.15598471,0.13338122,0.16041972,0.10332522,-0.3236878,0.13779561,0.060248908,-0.028853046,-0.0060023814,0.07223778,0.0048952065,-0.050574787,-0.06831483,-0.26926452,-0.04781058,0.037271794,0.12880568,0.15686001,-0.20112453,0.061327256,-0.11323388,-0.050665416,-0.14533259,-0.09342323,0.0019351117,0.0071016303,0.055899803,-0.021949915,-0.08718821,0.103975445,0.13151379,-0.052251413,-0.03810339,-0.17155881,-0.036438115,0.21994069,-0.08723479,-0.050747644,0.030330384,-0.2062443,-0.16075216,-0.018159296,0.05044315,0.016930792,0.15449896,0.10015217,-0.17284614,-0.031068478,0.1652775,-0.103442505,0.2955899,0.04431096,0.12259431,-0.1274017,0.0038566713,-0.022958096,0.22519785,-0.10537509,-0.005182189,-0.20721856,0.0028627769,0.21612048,-0.10771404,0.11892357,0.18395315,0.03573971,-0.101690404,0.05039164,-0.07860144,-0.104817085,-0.09113963,-0.092493095,-0.015256617,0.05538342,0.06904287,-0.121770225,0.11263972,-0.038668565,-0.020402176,0.0963509,0.018195493,-0.20173122,0.14896652,0.33179036,-0.016822737,0.05635499,-0.1659211,-0.07762898,-0.26890907,0.072931945,0.013432866,0.017462077,-0.25021592,-0.09073644,-0.076615386
hall,-0.13068359,0.032259367,0.07548624,0.08131159,0.108444296,-0.2533366,0.027890246,0.08886585,-0.21941386,0.34598878,0.054545198,0.16324876,-0.13063519,0.14374115,0.060294732,-0.04410887,-0.22830309,0.15504667,-0.15601638,-0.15379947,-0.06869852,-0.20477988,0.13389213,-0.13920315,-0.13032882,-0.17016377,0.034339722,0.16066322,-0.24850656,-0.198875,0.07585013,-0.12790285,0.08482699,0.16640185,-0.052183405,-0.10570184,0.28588405,0.18665394,-0.16259308,-0.10071034,0.12416112,-0.1114251,0.10176031,0.101544224,-0.004115743,0.12555578,-0.04758016,-0.19350891,0.12627001,0.1759319,-0.052503508,0.28085658,-0.22810829,-0.14389174,-0.14177397,0.076157026,0.04269509,-0.008865706,-0.22144163,0.005412879,-0.05788636,-0.16905311,0.03892174,-0.07698888,0.11464919,-0.06033405,0.09534261,0.13909513,-0.06822142,0.072250895,-0.022254013,-0.042123158,0.027525045,0.24123508,0.11001748,-0.15343481,0.2401514,-0.12199991,-0.123665534,0.1814391,0.0254943,0.04828827,-0.20951469,0.2652384,-0.07414786,-0.018164363,-0.20859413,0.1437332,0.08638074,-0.051479038,0.108221784,0.20671819,0.060907908,0.05600823,0.2430992,0.22389096,0.12227257,-0.04630219,0.010876504,0.07938831,-0.11893057,0.037142944,-0.024998002,-0.036633663,-0.01985368,-0.21547179,0.08127587,0.17728847,0.12553887,-0.36202395,0.15377216,-0.006051096,0.011948365,0.10560859,0.007583342,-0.006084864,-0.052165467,-0.0957924,-0.2909747,0.0022586854,0.06805692,0.20950624,0.12764421,-0.22758427,0.07935546,-0.18150288,0.0043065585,-0.14971331,-0.15993589,0.02679632,0.03725924,0.05539608,-0.032154493,-0.13935141,0.09539028,0.10830206,0.035929263,-0.10364388,-0.11907391,0.0040727877,0.20485364,-0.047579195,-0.09043913,0.019898009,-0.13387607,-0.14538442,0.048883438,0.05986401,-0.033133727,0.18646123,0.019659752,-0.17623104,-0.0014590437,0.19839662,-0.13068597,0.29946363,0.016942354,0.002745612,-0.119006515,0.110054344,-0.07288319,0.24667102,-0.09603242,-0.066386245,-0.22954267,0.0018263493,0.22747055,-0.07395469,0.19905423,0.21730624,0.014211709,-0.08724071,0.008736849,-0.048684247,-0.14421296,-0.09183715,-0.19746198,-0.08689482,0.13536394,0.06900979,-0.0259634,0.08267345,-0.064764805,-0.0376601,0.15276596,0.08883355,-0.33863816,0.16396403,0.26335746,-0.01825298,0.06582452,-0.26084945,-0.03883047,-0.3275641,0.030111354,-0.024572045,0.055485833,-0.3253036,0.008363916,-0.06467103
hand,-0.14402218,-0.03358329,0.1618745,0.11297698,0.30093473,-0.34258205,-0.13773736,0.19158602,-0.3036279,0.5774017,0.042773735,0.11259118,-0.09692482,0.2812936,0.17666157,-0.013508068,-0.34936628,0.07122748,-0.21501294,-0.17413037,-0.12342254,-0.2353503,0.1886934,-0.027506066,-0.24606143,-0.2525677,0.14868684,0.22386386,-0.2672845,-0.11975271,0.16375832,-0.11664904,0.15863587,0.30898356,-0.026946396,-0.081489995,0.34221157,0.23927444,-0.075498685,-0.08757633,0.16342436,-0.19053642,0.0074554794,0.17625462,-0.0232694,0.2323853,-0.07840301,-0.1913845,0.15397413,0.17862706,-0.040126074,0.43524244,-0.12316024,-0.25832593,-0.11090251,0.0058064717,0.03355969,-0.0018847922,-0.15808462,-0.000306699,-0.058997285,-0.17121997,-0.00041226772,-0.096784554,0.17284054,-0.075888894,0.2800501,0.20815854,-0.074408785,0.18679923,-0.09701022,-0.14712013,0.0076815304,0.3040985,0.20177467,-0.18765831,0.21100758,-0.17639402,-0.03056496,0.2091787,0.0660054,-0.004469136,-0.26208845,0.19034302,-0.060543463,-0.085031554,-0.3518057,0.13403332,0.20348875,-0.1510939,0.15888597,0.2338429,0.018876296,0.012979028,0.23839799,0.22503816,0.084568866,0.11074286,-0.08691304,0.10648919,-0.17117189,0.09739959,-0.14154606,-0.08074905,0.018342776,-0.21948923,0.023062427,0.118369706,0.20788886,-0.26420262,0.0071431254,0.058184337,-0.040869124,0.034917884,0.030758124,-0.059241857,0.001447579,-0.0382749,-0.34567094,-0.00423978,0.16045555,0.28074616,0.047942355,-0.2740604,0.107123606,-0.17213495,-0.06605535,-0.18040326,-0.10192804,0.027005604,-0.0054426254,0.09933781,0.047612287,-0.14898948,0.25934038,0.14269483,0.043326717,0.10933031,-0.09603594,-0.12047924,0.06654347,-0.108619034,-0.046984844,-0.025380077,-0.14292946,-0.19088174,0.08936406,0.16223565,-0.07482214,0.33049014,-0.1152759,-0.20800741,-0.037971616,0.26212654,-0.10789498,0.27150464,-0.06556569,-0.20549977,-0.13085714,0.1700336,-0.01608628,0.29259792,0.016236912,-0.05210074,-0.2597109,-0.042072535,0.21503048,-0.108505934,0.17743923,0.20535047,-0.026684126,-0.01261979,-0.010803881,-0.13520853,-0.20575754,-0.13521957,-0.14419681,0.022449076,0.16810632,0.16986836,0.05556114,0.0117561985,-0.20653424,0.027790876,0.17374454,0.009397659,-0.3891657,0.24652134,0.22397137,0.062881134,0.045965042,-0.22684266,-0.008579056,-0.29822555,-0.007468655,0.03225987,0.24361767,-0.26312998,0.0200872,-0.02247217
