term_str,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199
person,0.10500679,-0.08706502,-0.11480184,0.023146303,0.15578906,-0.021781418,-0.030157497,0.35167274,-0.06947121,0.037953608,-0.15633456,-0.18533495,0.10763771,0.12287946,-0.18637398,-0.21563604,0.086392485,0.027954549,0.061168946,-0.28110245,0.025768863,-0.070520036,-0.00062303763,-0.028470501,0.13799797,-0.089619525,0.02755066,-0.13763292,-0.035438415,0.041508444,0.13308123,0.088019095,0.037147235,-0.0940784,-0.03679626,0.18058299,0.024292868,-0.17150077,-0.07847648,-0.17166077,-0.20033164,0.113784514,-0.048326474,0.026565034,0.26374912,0.06599626,-0.09085009,0.06465295,0.05176168,0.043970507,0.113861546,-0.19944099,-0.11925611,-0.025563277,0.031158278,-0.09330043,0.0074825096,-0.12158791,-0.07875609,-0.042659465,-0.018001217,-0.02487475,-0.058549926,-0.004531984,-0.32959774,0.06076349,-0.08911334,0.27419636,-0.12953763,0.171447,0.0871954,0.12604412,0.20986287,-0.08720834,0.0045503927,0.048313867,0.14657247,-0.17977166,-0.16444904,-0.010891588,-0.10314668,-0.059492633,-0.11250388,0.28695086,-0.09491058,-0.02237921,0.11445616,0.118215136,0.028906533,0.010790986,0.024327235,0.16799213,0.192337,0.16680816,0.2904634,0.1663197,0.07557227,-0.13087694,0.18522602,0.0069036125,-0.21721648,0.28740183,0.2410316,-0.0926236,-0.11061363,-0.11638141,0.108358406,0.20163049,-0.07974463,-0.23023638,0.04218704,-0.13599887,0.063152775,-0.1862102,0.09976598,0.023476232,0.09019653,-0.3123995,0.024098136,-0.15005219,0.031715166,0.13880558,0.065214425,0.042510632,-0.15402286,0.15844741,-0.16521193,-0.0022292142,0.06229868,-0.044174463,0.03652213,-0.007754858,-0.09341241,-0.040866725,-0.08664079,0.0832832,-0.13324738,-0.14118949,-0.14047752,-0.28561482,0.16479887,-0.26898757,0.030432642,-0.047924537,-0.06265049,-0.14103676,-0.10043362,0.08781091,0.049196735,-0.06838965,0.17965758,-0.17491418,-0.013165656,0.004197725,-0.13080674,0.1144788,0.21705943,0.2277038,-0.051164407,0.0041067936,0.19006732,0.12982051,-0.041315105,-0.048309457,-0.06903044,0.08286137,0.06740111,-0.11315094,-0.120966285,-0.05810325,-0.10035979,0.040672287,0.011220094,-0.03239956,0.20266244,0.08109511,-0.08458979,0.104535066,0.0098057585,-0.0047493046,-0.12343467,0.17161067,0.010683066,0.16500871,0.07213364,0.10035575,0.10259348,0.12888308,0.26891825,0.048807904,0.07080094,0.063590325,-0.033271454,0.03465107,0.107813984,0.05851482,0.08343643,-0.07890928,0.056062914,-0.14649554
phrases,0.023682306,-0.042340297,-0.033944577,0.028507737,0.14782672,-0.09483651,-0.017395765,0.23965105,-0.111734405,0.14092109,-0.07716213,-0.078937456,0.022296604,0.1334032,-0.08550428,-0.14187531,-0.059703257,0.05758977,-0.012697312,-0.23625232,-0.004031812,-0.12849702,0.05975279,-0.06540088,0.02871956,-0.119135894,0.05116278,-0.028078236,-0.10161521,-0.035032663,0.113714255,0.019375917,0.05516297,0.015243679,-0.019063625,0.08420526,0.11432695,-0.033167906,-0.10264365,-0.12008231,-0.08147579,0.037263874,-0.004186303,0.06371416,0.14118563,0.07689113,-0.06813062,-0.03571656,0.08163794,0.0792901,0.07493095,-0.03226088,-0.1629577,-0.075635366,-0.029524423,-0.05064111,0.010610738,-0.07564995,-0.12302313,-0.035245147,-0.024291221,-0.07909885,-0.022221098,-0.03245692,-0.14782904,0.008856141,-0.017056553,0.21445568,-0.11878665,0.14406976,0.047053207,0.07379126,0.13660681,0.025989423,0.035501104,-0.035562456,0.17308708,-0.1581578,-0.13358247,0.060343128,-0.055191115,-0.013375219,-0.1462059,0.25861743,-0.08702305,-0.021302229,-0.02013809,0.12641938,0.057271373,-6.795513e-05,0.035962258,0.18586239,0.15035298,0.10014983,0.24953835,0.1623894,0.07692494,-0.087152414,0.12632711,0.038986504,-0.17883483,0.18417877,0.13188665,-0.070842534,-0.0700147,-0.11457055,0.09259775,0.15886334,-0.002596577,-0.25114655,0.05754617,-0.077028416,0.03484924,-0.08822063,0.070147105,0.0054259286,0.0524842,-0.20400357,-0.06949221,-0.07617619,0.03966593,0.14777794,0.080174014,-0.033760916,-0.06668241,0.051257186,-0.111359134,-0.060340434,-0.011080363,-0.030175002,0.032189794,0.021660348,-0.061917353,-0.08625102,-0.019258972,0.06959271,-0.05607324,-0.11133153,-0.116157725,-0.1941897,0.13943577,-0.1880874,0.0061211777,-0.016098913,-0.08307997,-0.14307329,-0.0475237,0.077327736,0.01938316,0.034286875,0.12978628,-0.17729513,-0.020190539,0.071088016,-0.1487697,0.17713091,0.13716789,0.14954019,-0.07651001,0.04187892,0.10572951,0.16915464,-0.05250937,-0.05806785,-0.11706866,0.047307946,0.114662305,-0.086070806,-0.017452447,0.017273776,-0.061696872,0.028740676,0.008946798,-0.055727564,0.09505352,0.01911693,-0.1023775,0.05535452,0.04200614,0.018210625,-0.08350122,0.13490695,-0.007237636,0.11134751,0.095051005,0.08912507,-0.040039897,0.13423635,0.25702548,0.019823467,0.05824461,-0.05150817,-0.029420283,-0.09108137,0.08498442,0.037460882,0.06689988,-0.15187766,0.039712135,-0.123570465
picture,-0.020850588,-0.023941962,0.0028156757,0.02279985,0.14711402,-0.17607082,-0.006466646,0.18473811,-0.16188297,0.23766483,-0.013471863,0.021403862,-0.020676874,0.14352615,-0.019679775,-0.08884385,-0.14132732,0.08506397,-0.08004048,-0.19009095,-0.035504743,-0.1588438,0.08900282,-0.07598376,-0.058651153,-0.14124349,0.045111846,0.0630428,-0.13926822,-0.10874293,0.10309476,-0.0046257386,0.091585755,0.06501682,-0.043129433,-0.003088156,0.19097182,0.055184577,-0.09225054,-0.102183715,0.013799256,-0.033278253,0.016629767,0.07709459,0.08367445,0.11490995,-0.04390076,-0.09284324,0.11634441,0.1212379,0.021550672,0.114256784,-0.15031487,-0.1373944,-0.07920369,-0.008635616,0.036328886,-0.037810013,-0.14591861,-0.0066681937,-0.0022223657,-0.11378171,0.0067347763,-0.041708242,-0.043501183,-0.00973233,0.04817032,0.18652841,-0.093027964,0.13205096,0.013922654,0.0117873335,0.07974327,0.122777216,0.08627656,-0.07150864,0.21126714,-0.16355564,-0.12808856,0.11425322,-0.017968945,0.003406912,-0.1534785,0.23372465,-0.08736016,-0.03795362,-0.07978018,0.12333691,0.06358827,-0.014669491,0.078894205,0.1687727,0.12854648,0.0668703,0.24535246,0.16224611,0.091325685,-0.045265134,0.05208999,0.06561715,-0.15729403,0.14886728,0.04555767,-0.0614686,-0.041855473,-0.14008333,0.07067128,0.16844077,0.04017947,-0.29332906,0.089259684,-0.045578163,0.02628743,0.006551248,0.03193271,-0.0060942457,0.025404051,-0.14111371,-0.15458162,-0.04357041,0.06427526,0.17410727,0.090257,-0.12587617,-0.00559777,-0.03978107,-0.07603677,-0.09105848,-0.06760733,0.018685171,0.02587615,0.021172391,-0.036426418,-0.092321254,0.041636534,0.08351429,-0.034535438,-0.073463224,-0.11337645,-0.097133696,0.1629513,-0.12727617,-0.04735448,-0.0008986151,-0.09565057,-0.14662196,-0.0028757607,0.07898964,-0.012090735,0.10533347,0.049190875,-0.18113138,-0.02403907,0.120027676,-0.116531484,0.23561129,0.06718485,0.07249152,-0.09504578,0.06383594,0.037491813,0.20260808,-0.07662627,-0.04312085,-0.16585661,0.03407519,0.16491815,-0.08590851,0.07324232,0.11711129,-0.025231859,-0.032234985,0.021878134,-0.067803994,-0.031165052,-0.041794106,-0.123922035,0.013629006,0.08783991,0.04762837,-0.06317248,0.106292255,-0.034059696,0.051952742,0.11852595,0.08366575,-0.15756586,0.14030717,0.263438,0.01296836,0.043518648,-0.12034912,-0.04585908,-0.18663315,0.048640944,0.017599676,0.07304133,-0.18721975,0.0058759083,-0.09492185
pictures,-0.0014039112,-0.04846418,-0.012523482,0.014929291,0.13310203,-0.120410286,-0.006220284,0.19567038,-0.12896831,0.17413874,-0.048576172,-0.015172615,-0.011664517,0.13204513,-0.048058443,-0.11996652,-0.09709315,0.08108709,-0.039627988,-0.20435546,-0.014907538,-0.14401163,0.0688538,-0.08107547,-0.009008478,-0.1315895,0.040100772,0.014598986,-0.13193499,-0.07372574,0.09994254,-0.0032622593,0.066265866,0.035429094,-0.021822711,0.02737837,0.13604584,0.010353752,-0.10616565,-0.10718525,-0.03403409,-0.0072956476,0.0114683295,0.073994815,0.10335005,0.087870464,-0.0659381,-0.063740306,0.10022989,0.100995384,0.038329095,0.03627346,-0.1570313,-0.08314816,-0.04643503,-0.015661437,0.025449654,-0.054304652,-0.13959737,-0.023603825,-0.015913738,-0.09598646,-0.007145934,-0.035470173,-0.092281096,-0.0035934756,0.0057914,0.20424558,-0.10177935,0.1184638,0.039305735,0.044052877,0.112095535,0.067375846,0.050080873,-0.054501157,0.19041272,-0.15630172,-0.1249624,0.07494288,-0.027546655,-0.015028096,-0.15567195,0.24764144,-0.095632546,-0.039726086,-0.05225877,0.11474139,0.06694404,-0.002120893,0.06022722,0.16952237,0.13238916,0.08333221,0.2309324,0.1558456,0.066919334,-0.060968574,0.09385631,0.04340796,-0.153862,0.1590303,0.0849236,-0.057868984,-0.04279201,-0.12153886,0.089291476,0.16055116,0.014237174,-0.27772292,0.07803382,-0.064521424,0.036738772,-0.03032795,0.052579198,0.0013827614,0.023978,-0.16130714,-0.111222714,-0.058217227,0.051346127,0.15714219,0.08611609,-0.07761023,-0.04539264,0.0017336708,-0.081354454,-0.07972081,-0.037575863,0.0018961818,0.025083072,0.024438454,-0.061770286,-0.098742805,0.009113346,0.07426914,-0.036690854,-0.093872115,-0.10409147,-0.13429204,0.1488375,-0.15425296,-0.010381472,0.007431907,-0.081320256,-0.12995929,-0.020463344,0.059089843,-0.0002802308,0.06312441,0.09104359,-0.16549154,-0.01753733,0.08086142,-0.13390324,0.19948022,0.096280076,0.119905785,-0.082885616,0.056449473,0.0614263,0.17604998,-0.06859305,-0.050941654,-0.13420805,0.022786452,0.13677472,-0.06648593,0.030437607,0.05414582,-0.03478006,-0.00963486,0.007894421,-0.047232382,0.0424808,-0.0002291799,-0.11625399,0.03246381,0.06066568,0.029165277,-0.07007259,0.11725008,-0.015994458,0.07768412,0.10360368,0.08078765,-0.08986034,0.13472527,0.24973753,0.016663728,0.05953102,-0.09095952,-0.027009958,-0.13494773,0.064495064,0.03147239,0.06358642,-0.18678787,0.02818231,-0.12257137
piece,-0.03186768,-0.05208672,0.017481498,0.027404146,0.13819975,-0.1381326,-0.002939273,0.19314069,-0.14408769,0.20431437,-0.017438816,0.018694088,-0.02817159,0.14752214,-0.027057337,-0.09088257,-0.12084556,0.07996496,-0.05356155,-0.19596972,-0.028673159,-0.13725662,0.07964962,-0.07350059,-0.03299074,-0.123054795,0.063009985,0.015291779,-0.13869685,-0.095643215,0.09360436,-0.028515011,0.07140086,0.05436575,-0.019627415,0.02669898,0.15686303,0.03204755,-0.1306547,-0.11140809,-0.0002581526,-0.0645253,0.015925426,0.08744604,0.090769626,0.1062037,-0.063552625,-0.10393428,0.10416292,0.12283519,0.026152465,0.069577865,-0.1706965,-0.087389104,-0.075027876,-0.008077498,0.009535762,-0.06053298,-0.12921785,-0.007581987,-0.034218546,-0.0975178,0.007656591,-0.04258917,-0.057730243,-0.009826993,0.02326817,0.2018476,-0.08383588,0.1227074,0.01841653,0.054487772,0.0988397,0.11102301,0.08509553,-0.0794093,0.1969351,-0.15744923,-0.103119284,0.091690026,-0.024644084,-0.008210842,-0.16657889,0.21619989,-0.090203434,-0.04020038,-0.095673874,0.10670958,0.06974073,-0.0037739985,0.06486283,0.17986758,0.1256427,0.090864696,0.21837868,0.1732604,0.079215914,-0.053565193,0.064234845,0.060192924,-0.13710222,0.13460815,0.058521155,-0.052930787,-0.038298815,-0.13109112,0.104669295,0.1713572,0.03484806,-0.2900704,0.07723167,-0.028865907,0.0452149,-0.040053047,0.038235027,-0.016104624,0.009546852,-0.14037932,-0.14238587,-0.06699445,0.06405773,0.14747582,0.08188299,-0.101660416,-0.032729033,-0.020718202,-0.08564031,-0.096539296,-0.069744915,-0.008660906,0.008296927,0.031700045,-0.05698115,-0.108932376,0.052456662,0.1000158,-0.04267482,-0.06153897,-0.10196876,-0.11026874,0.1568517,-0.14475815,-0.0105587095,0.016321676,-0.08855026,-0.1399638,-0.017169872,0.044929024,0.01737653,0.08678273,0.09811365,-0.17283404,-0.006299447,0.08654027,-0.09840298,0.20195496,0.0791678,0.10656862,-0.08207019,0.07103459,0.009791992,0.1977482,-0.06079891,-0.061061017,-0.15634558,0.030522825,0.14927123,-0.05331988,0.07983856,0.06509774,-0.025422852,-0.03008519,0.022753764,-0.048690006,0.018336244,-0.013529798,-0.11147692,0.016026124,0.067713335,0.056801945,-0.06838324,0.13833681,-0.026677068,0.060860753,0.10926797,0.07557507,-0.10594719,0.13999817,0.24075876,-0.0067211296,0.049561407,-0.10592894,-0.013133297,-0.15730101,0.074361645,0.017948927,0.087326095,-0.20977528,0.025233125,-0.11408414
pink,-0.04195388,0.010543364,0.01281821,0.028924575,0.10988004,-0.17762746,0.033826116,0.12332703,-0.19218013,0.2482607,0.0050018,0.0710372,-0.038735367,0.14616524,0.01786736,-0.060794365,-0.17101923,0.121075444,-0.0929367,-0.19179979,-0.047379695,-0.15461314,0.10415015,-0.09902436,-0.085776955,-0.14914392,0.05035048,0.07753221,-0.15633167,-0.13991357,0.07724668,-0.04485055,0.08107294,0.10718561,-0.021489797,0.0057477816,0.22054064,0.08433221,-0.14858192,-0.0986394,0.057355363,-0.03429635,0.038784478,0.097830266,0.04991114,0.10999791,-0.06252727,-0.14009328,0.11483134,0.11323271,0.017696396,0.13500516,-0.18485406,-0.14327545,-0.08349452,0.0053189886,0.023254853,-0.041474372,-0.16413192,-0.02030487,-0.0003269161,-0.12211359,0.0076559405,-0.053264275,0.005592902,-0.029472241,0.044172034,0.15792437,-0.09518384,0.12896279,0.0012532288,0.005397653,0.038701504,0.16255383,0.07989985,-0.0918696,0.20779935,-0.14866905,-0.12548825,0.1667304,-0.016161978,0.03531901,-0.16082746,0.24550442,-0.095027,-0.029684216,-0.108127326,0.14959401,0.07952325,-0.01891165,0.068824455,0.17716677,0.121400975,0.06077859,0.23667985,0.183051,0.106717095,-0.070074186,0.06071512,0.08731428,-0.14493203,0.11239556,0.02447559,-0.0533971,-0.05842537,-0.14805174,0.0892152,0.1567851,0.05366028,-0.3142166,0.11189078,-0.04875988,0.021578481,0.041410618,0.02167479,-0.008862676,0.018551035,-0.12804991,-0.17895724,0.0031564112,0.05263203,0.17304312,0.1055794,-0.12899494,-0.0066068005,-0.061023787,-0.05820657,-0.10973966,-0.09475276,-0.009471698,0.055872444,0.02657507,-0.041912165,-0.11618513,0.02845319,0.07140609,-0.0049460544,-0.087873526,-0.12868008,-0.070145994,0.1659484,-0.10888702,-0.062981755,0.0023729005,-0.13482215,-0.17287602,0.002852553,0.08169601,0.0042857938,0.13625637,0.06844912,-0.17882748,-0.0024737522,0.14583279,-0.16050513,0.2556291,0.07839273,0.069283836,-0.09963547,0.08565223,0.006904449,0.22661753,-0.08570028,-0.05757575,-0.1929648,0.03543375,0.19361271,-0.07716991,0.10710036,0.11730079,-0.03136899,-0.0038110805,0.03009131,-0.061447024,-0.047608715,-0.04188464,-0.14588918,-0.029279284,0.075539716,0.061676394,-0.07615893,0.10097336,-0.016804483,0.061476346,0.1436939,0.09093752,-0.22896409,0.14232506,0.2715592,0.007717165,0.03572623,-0.17519438,-0.051246565,-0.22088392,0.056140054,0.009606477,0.07491425,-0.2655139,0.00177974,-0.085670985
place,-0.043522455,-0.08285858,0.018225078,0.025714053,0.16594847,-0.13077748,-0.006580167,0.2143673,-0.16287123,0.21968478,0.020729017,0.029478712,-0.0072444584,0.15611236,0.018608961,-0.104612775,-0.10563763,0.10158043,-0.030490905,-0.21030061,-0.066011645,-0.1116577,0.0377348,-0.053798188,0.0099383155,-0.12465807,0.08357845,-0.0008174268,-0.16578567,-0.09534901,0.086743556,-0.041990954,0.06946846,0.03495608,-0.025078915,0.050750114,0.1315749,0.04931892,-0.1685402,-0.120925345,-0.009904193,-0.09239044,0.009271115,0.1189456,0.09677437,0.10288185,-0.07460837,-0.1448235,0.07339958,0.15418084,0.017072331,0.070698805,-0.20411746,-0.10813349,-0.0960432,-0.05164353,-0.014914681,-0.07803158,-0.105480455,0.00049065927,-0.05239955,-0.09863495,0.041375495,-0.037465475,-0.084958375,0.04648191,0.06381836,0.21620989,-0.07602022,0.1359428,0.03714779,0.0847609,0.10087622,0.12818362,0.115329124,-0.051244907,0.2130165,-0.17203847,-0.0736117,0.095099814,-0.029118156,-0.02966294,-0.1861679,0.20594434,-0.075874425,-0.05382747,-0.12511072,0.061419524,0.12047128,-0.00397472,0.046193305,0.19734648,0.1451476,0.10129097,0.22096695,0.19486336,0.08732107,-0.03046012,0.07029916,0.0543113,-0.15238701,0.15633012,0.027801653,-0.010165698,-0.026325481,-0.14767982,0.09558626,0.17995062,0.0343451,-0.29953673,0.052142117,0.015065754,0.08070507,-0.06940291,0.027507395,-0.0147449225,0.006589198,-0.1358786,-0.16672878,-0.06944219,0.11127253,0.13791539,0.09311023,-0.10643224,-0.06148316,-0.0039713597,-0.12197296,-0.0646169,-0.087860875,-0.005985276,-0.010106671,0.03158002,-0.0599604,-0.118946254,0.10411111,0.12613866,-0.06707433,-0.06834409,-0.11632691,-0.08954082,0.16668594,-0.11790705,0.009338064,0.020988991,-0.06703999,-0.16621462,-0.026606653,0.022046363,0.035771992,0.068783335,0.12357664,-0.15414347,-0.015155511,0.0624018,-0.080260254,0.17635524,0.06413808,0.12235714,-0.09847641,0.075212196,-0.034318853,0.23363507,-0.012252123,-0.080353655,-0.18174398,0.013471573,0.16877104,-0.02789631,0.11923856,0.023578094,-0.020060241,-0.06770404,0.02243645,-0.03320036,0.025848722,-0.028723633,-0.09773658,0.021174436,0.06941493,0.070861876,-0.10397552,0.14252882,-0.03442793,0.059810236,0.08364291,0.0501062,-0.08108559,0.17690161,0.24262427,-0.01448299,0.028358487,-0.06281261,-0.0055536255,-0.1305805,0.08323198,0.008993831,0.14500849,-0.21326467,0.021702016,-0.1031658
plate,-0.03475483,0.0048693446,0.040172953,0.055472407,0.14656313,-0.21278872,0.023189008,0.12714584,-0.2236411,0.2902111,0.019822115,0.07617091,-0.056614246,0.17550234,0.036338776,-0.042479724,-0.19743413,0.114154324,-0.11114265,-0.19444704,-0.04884158,-0.1784813,0.11477915,-0.10042791,-0.10651044,-0.16237088,0.0639161,0.09002089,-0.1714986,-0.13653828,0.09050542,-0.056786254,0.10014268,0.13453716,-0.0065883067,0.01084661,0.23435381,0.10409179,-0.14590713,-0.0861907,0.07229365,-0.061505307,0.025375701,0.13010527,0.05643687,0.12313813,-0.074397475,-0.16663267,0.11627525,0.12700391,0.008348195,0.17259482,-0.174522,-0.15513374,-0.08647425,0.008171428,0.018892901,-0.03229852,-0.15948261,-0.014843866,0.0055386224,-0.13344942,0.015128853,-0.06031615,0.049649782,-0.04118287,0.084189214,0.1617442,-0.099514164,0.121930555,-0.021791661,-0.02029889,0.042005744,0.17178449,0.09678135,-0.11099699,0.19502303,-0.16237058,-0.10748415,0.16669685,-0.0021628656,0.03589125,-0.18066117,0.2313555,-0.0987468,-0.052459236,-0.13176431,0.1583667,0.08632329,-0.046771165,0.083642416,0.2002682,0.113368206,0.051725656,0.23990034,0.18634279,0.10510248,-0.04669354,0.030184219,0.0857755,-0.14352071,0.10576458,0.010676137,-0.050324153,-0.043153577,-0.15881245,0.082044795,0.16333275,0.05462187,-0.32563666,0.09108364,-0.053743374,0.027907193,0.042441875,0.0034643956,-0.023774035,0.020135159,-0.12668097,-0.19538559,-0.0017922538,0.072562344,0.1831448,0.08483616,-0.15991282,0.00057039177,-0.07835289,-0.056745853,-0.113459595,-0.09999957,-0.016539926,0.051004816,0.025257329,-0.02738736,-0.12896818,0.056008898,0.0727168,-0.0036779467,-0.07664035,-0.10829537,-0.07777673,0.1469765,-0.10199338,-0.060354576,-0.0105252145,-0.12474519,-0.17895725,0.013762112,0.08331733,-0.014252779,0.172448,0.039587326,-0.18898581,-0.0057589305,0.1614444,-0.13887733,0.25972623,0.06063965,0.022588972,-0.104085095,0.10043544,-0.001994734,0.24127509,-0.077865854,-0.06837013,-0.21503659,0.042178176,0.19762312,-0.07758528,0.12842704,0.13760084,-0.05290523,0.0011986058,0.024506502,-0.071638145,-0.06908744,-0.050552115,-0.15233094,-0.026073718,0.08294851,0.079764575,-0.051214296,0.09255911,-0.044762745,0.07467161,0.15528122,0.085385576,-0.25027743,0.1586458,0.26409686,0.016939675,0.024241637,-0.1857814,-0.053770524,-0.22196713,0.036692217,0.0043057813,0.102675326,-0.25722966,0.008924222,-0.08142651
play,0.05517795,-0.063138515,-0.01956895,0.027350707,0.16004746,-0.084064975,-0.026569638,0.28061363,-0.08682607,0.14048699,-0.10837096,-0.11979472,0.022960823,0.13982284,-0.11597372,-0.17218305,-0.03487002,0.03907304,-0.005806079,-0.24433127,0.02569338,-0.13284032,0.0754705,-0.054227892,0.056394238,-0.11185633,0.03864932,-0.04867614,-0.0774555,-0.015044232,0.13507162,0.028224105,0.0380338,-0.0025670931,-0.021195482,0.08454044,0.09903421,-0.07436585,-0.082819246,-0.13058397,-0.12667288,0.04430396,-0.02176907,0.044793285,0.16782022,0.08206219,-0.07951048,-0.0045893295,0.09277013,0.07964957,0.07005391,-0.07987613,-0.13134548,-0.049936667,-0.008612263,-0.0383898,0.024271768,-0.08483468,-0.12964004,-0.03888983,-0.0091712875,-0.080311075,-0.04110577,-0.0211272,-0.18049322,0.006148899,-0.022164648,0.23640564,-0.113193296,0.1352633,0.04726106,0.07118202,0.15951718,-0.009157603,0.018716905,-0.031382043,0.15483378,-0.16770001,-0.12196288,0.04371276,-0.058613718,-0.039077375,-0.14373063,0.2755522,-0.10363286,-0.034065288,0.0024160452,0.13940957,0.03750275,-0.022951966,0.053794827,0.1974422,0.124449015,0.10875103,0.2568376,0.1469184,0.057574566,-0.096581005,0.12770376,0.020695291,-0.18036196,0.20377228,0.15400222,-0.08851858,-0.07415523,-0.10715796,0.077591725,0.16045928,-0.02739876,-0.23567428,0.064531796,-0.10761247,0.05960788,-0.110021874,0.074471265,0.011471786,0.059083838,-0.22471984,-0.029370323,-0.103572115,0.046569794,0.14924137,0.054763753,-0.009831757,-0.09341455,0.07220882,-0.11092164,-0.049400367,0.009180074,-0.019431258,0.0187005,0.024530185,-0.08189231,-0.08200151,-0.051327817,0.060054347,-0.06114775,-0.10841057,-0.1030323,-0.2275717,0.13859245,-0.24015138,0.017746493,-0.009865926,-0.07571223,-0.124899104,-0.052959427,0.087871,0.0015204143,0.0026603953,0.10059352,-0.1783067,-0.007711611,0.05124705,-0.1347623,0.14979139,0.1332471,0.14032912,-0.07119372,0.04221913,0.1361684,0.1423566,-0.057713117,-0.06363698,-0.08816798,0.026163556,0.08723367,-0.090427786,-0.047790565,0.005089609,-0.083516434,0.02945076,0.016513824,-0.040755793,0.1296807,0.05090985,-0.105821334,0.074827164,0.047706466,-0.0038811066,-0.06320661,0.12798572,-0.010585607,0.12454777,0.08949477,0.09293619,-0.011696072,0.13171194,0.24430001,0.039664805,0.07224359,-0.020514572,-0.018538522,-0.049194448,0.07293457,0.06276999,0.07462952,-0.120153956,0.069538645,-0.1389537
playing,-0.013964514,-0.022518393,-0.0030180677,0.015510726,0.11232937,-0.13310514,0.041314617,0.15645845,-0.16447082,0.1965552,0.000830537,0.054319523,-0.028160669,0.13977014,-0.0070675844,-0.07220216,-0.1274837,0.11342945,-0.055772852,-0.19911754,-0.02787697,-0.1363441,0.06614817,-0.10472871,-0.033577867,-0.1224456,0.05317374,0.025217313,-0.14147204,-0.11085519,0.0674095,-0.042589676,0.061260637,0.05175193,-0.014970751,0.029168885,0.17181431,0.04007551,-0.15626131,-0.10633125,0.019301496,-0.042405874,0.02714259,0.09874848,0.09079668,0.08432875,-0.06951428,-0.1187184,0.0948433,0.115163885,0.028979389,0.07388425,-0.18630846,-0.10278966,-0.07611185,-0.009433041,0.012823548,-0.05492534,-0.14358531,-0.01631961,0.00204291,-0.11080268,0.024517125,-0.03579547,-0.04127645,0.0007683717,0.016813979,0.17734069,-0.09479437,0.118784934,0.018956257,0.041749936,0.080774926,0.113767974,0.07602748,-0.070936605,0.1963428,-0.14476065,-0.12512922,0.1146292,-0.021246424,0.010212696,-0.16197595,0.23051587,-0.08852121,-0.0285623,-0.06903414,0.10986853,0.071127154,-0.00078768266,0.04493786,0.17853779,0.13748239,0.07610235,0.22014269,0.17297038,0.10348641,-0.07842724,0.07218816,0.0700862,-0.13631889,0.120145515,0.06159889,-0.045721274,-0.060498603,-0.1447226,0.10098013,0.17380102,0.027253719,-0.30447263,0.09486031,-0.04740984,0.038019955,-0.007180361,0.02226952,-0.0073616584,0.016117398,-0.14203879,-0.1477562,-0.030241817,0.048848286,0.14593513,0.105476834,-0.10821429,-0.026113294,-0.0316036,-0.06908877,-0.08060927,-0.085480675,-0.016860131,0.043718025,0.018820673,-0.05980132,-0.10761145,0.018823098,0.07985498,-0.014775507,-0.09956335,-0.13050154,-0.07754221,0.17282933,-0.12050563,-0.04065551,0.015161485,-0.10011381,-0.14684974,-0.009774089,0.043871783,0.020043198,0.08216052,0.11015074,-0.1602429,-0.010032717,0.09752093,-0.13216451,0.2212941,0.094714314,0.11757173,-0.090266205,0.06898988,0.0061785197,0.21142507,-0.0770134,-0.06556427,-0.17264521,0.041597784,0.16659977,-0.050098665,0.09421919,0.075397715,-0.028758293,-0.012930673,0.025820104,-0.033652656,0.00038601024,-0.007111121,-0.13779849,-0.014356386,0.06848711,0.05075677,-0.08734374,0.13641058,-0.0024178305,0.06510449,0.115185395,0.08709192,-0.14365023,0.13149339,0.24873456,-0.006612155,0.03417821,-0.11837832,-0.041903354,-0.1913536,0.066519,-0.0060591996,0.07603917,-0.24367394,0.018616984,-0.104840286
